"OTU317","OTU57","OTU30","OTU738","OTU736","OTU128","OTU322","OTU25","OTU861","OTU1243","OTU1026","OTU1111","OTU46","OTU729","OTU384","OTU1028","OTU234","OTU730","OTU85","OTU48","OTU19","OTU1041","OTU525","OTU718","OTU1069","OTU870","OTU288","OTU444","OTU84","OTU714","OTU108","OTU325","OTU51","OTU1105","OTU734","OTU728","OTU731","OTU78","OTU228","OTU401","OTU724","OTU1184","OTU1113","OTU125","OTU1021","OTU274","OTU802","OTU752","OTU862","OTU533","OTU789","OTU743","OTU86","OTU692","OTU885","OTU122","OTU698","OTU34","OTU769","OTU89","OTU889","OTU261","OTU29","OTU82","OTU774","OTU37","OTU999","OTU810","OTU707","OTU1001","OTU795","OTU427","OTU869"
"LOS2-early pre-onset",0.00253625776952204,0.00171465313995856,0.20454383082089,0.00010716582124741,0.0110380795884832,0.00600128598985497,0.000821604629563478,7.14438808316068e-05,0.00200042866328499,0.00010716582124741,0.012538401085947,0.000928770450810888,0.0125026791455312,0.00871615346145603,0.000178609702079017,0.00128598985496892,0.0138958348217475,0.0133242837750947,0.00117882403372151,0.000357219404158034,0,0.00164320925912696,0.000642994927484461,0.000714438808316068,0.0453311423876545,0.00235764806744302,0.00100021433164249,0.000250053582910624,0.00132171179538473,0.0110023576480674,0.00121454597413732,0.0625491176680717,0.00021433164249482,0.000857326569979281,0.00725155390440809,0.0146817175108952,0.01089519182682,0.000285775523326427,0.000285775523326427,0.138315353289991,0.00539401300278631,3.57219404158034e-05,0.00150032149746374,0.00460813031363864,0.000785882689147674,0.000928770450810888,0.000893048510395085,0.0259698506822891,0.00267914553118525,0.00153604343787955,0.0143244981067372,0.0307208687575909,0.0181110237908123,0.000785882689147674,0.00993069943559334,0.00485818389654926,0.000607272987068658,0.0113238551118097,0.00232192612702722,0.135386154175895,0.0164320925912696,0.00189326284203758,0.0178609702079017,0.000893048510395085,0.0095377580910195,0.00242909194827463,0.0242909194827463,0.00571551046652854,7.14438808316068e-05,0.0117525183967993,0.00671572479817104,0.00610845181110238,3.57219404158034e-05
"LOS2-late pre-onset",0,0,0.000142887761663214,0,0,0,0,0,3.57219404158034e-05,0.00010716582124741,0,0,0,0,0,0,0,0,0,0.00021433164249482,0,0,0,0,0,0,0,0,0,0,0,3.57219404158034e-05,0.000178609702079017,0,0,0,0,0,0,3.57219404158034e-05,0.0084660998785454,0,0,0,0,0,0,0,0.0934485961277417,0,0,3.57219404158034e-05,0,0,0,0,0,0,0,3.57219404158034e-05,0,3.57219404158034e-05,0.897156533542902,0,0,0,0,0,0,0,3.57219404158034e-05,3.57219404158034e-05,0
"LOS3-early disease",0,0,0.000285775523326427,0,0,3.57219404158034e-05,0,0.00010716582124741,0.00182181896120597,0.0167893119954276,1.78609702079017e-05,0,0,3.57219404158034e-05,0,0,1.78609702079017e-05,3.57219404158034e-05,0,0.0123062084732443,0,0,0,0,3.57219404158034e-05,0,0,0.000303636493534329,0,5.35829106237051e-05,0,8.93048510395085e-05,0.00269700650139316,0.000232192612702722,1.78609702079017e-05,1.78609702079017e-05,1.78609702079017e-05,0,0,0.000321497463742231,0.00010716582124741,0,0,0,0,1.78609702079017e-05,0,8.93048510395085e-05,0.121186682860613,1.78609702079017e-05,0.447363720797314,3.57219404158034e-05,1.78609702079017e-05,1.78609702079017e-05,0,1.78609702079017e-05,0,1.78609702079017e-05,0,0.000303636493534329,0,1.78609702079017e-05,0.393387868829035,0,0,0,7.14438808316068e-05,0,0.000803743659355576,0,0,3.57219404158034e-05,3.57219404158034e-05
"LOS3-early post partum",0.0010180753018504,0.000410802314781739,0.0866792884189469,1.78609702079017e-05,0.00587625919839966,0.00232192612702722,0.000196470672286919,0.000714438808316068,0.000267914553118525,0.00094663142101879,0.00541187397299421,0.00137529470600843,0.00373294277345145,0.00366149889261985,8.93048510395085e-05,0.000642994927484461,0.0164678145316854,0.00623347860255769,0.000660855897692363,0.0775523326427092,0.000142887761663214,0.0010180753018504,0.000232192612702722,0,0.0237015074658855,0.000696577838108166,0.000660855897692363,1.78609702079017e-05,0.000410802314781739,0.00660855897692363,0.000125026791455312,0.0279524183753662,0.00021433164249482,0.000750160748731871,0.00339358433950132,0.00485818389654926,0.00437593770093592,0.000125026791455312,3.57219404158034e-05,0.057958848324641,0.419232692719869,0.00010716582124741,0.000821604629563478,0.00128598985496892,0.000428663284989641,0.000303636493534329,0.000339358433950132,0.0137708080302922,0.00278631135243266,0.000696577838108166,0.037972422661999,0.0140208616132028,0.00626920054297349,0.000250053582910624,0.00332214045866971,0.00682289061941845,0,0.00480460098592556,0.00876973637207973,0.0589947845966993,0.00651925412588412,0.0010359362720583,0.0153604343787955,0.000250053582910624,0.00116096306351361,0.000750160748731871,0.0114667428734729,0.00235764806744302,0.000178609702079017,0.00407230120740159,0.00219689933557191,0.00241123097806673,0.000339358433950132
"LOS3-early pre-onset",0.000660855897692363,0.000303636493534329,0.0601200257197971,0.000250053582910624,0.00453668643280703,0.00191112381224548,0.000303636493534329,0.000178609702079017,0.000821604629563478,1.78609702079017e-05,0.00369722083303565,0.000660855897692363,0.00414374508823319,0.00266128456097735,0.000160748731871115,0.000321497463742231,0.0127527327284418,0.00451882546259913,0.000750160748731871,0.304976066299921,7.14438808316068e-05,0.000553690076444952,0.000339358433950132,0.000196470672286919,0.0166107022933486,0.000535829106237051,0.000464385225405444,3.57219404158034e-05,0.000553690076444952,0.00298278202471958,7.14438808316068e-05,0.0187897406587126,3.57219404158034e-05,0.000446524255197542,0.00267914553118525,0.00544759591341002,0.00378652568407516,0.000375080374365936,3.57219404158034e-05,0.0440094305922698,0.343662927770236,8.93048510395085e-05,0.000410802314781739,0.00121454597413732,0.000267914553118525,0.000410802314781739,0.000357219404158034,0.00809101950417947,0.00391155247553047,0.000571551046652854,0.00371508180324355,0.0102879188397514,0.00553690076444952,3.57219404158034e-05,0.00335786239908552,0.00500107165821247,0,0.00337572336929342,0.0010180753018504,0.0422233335714796,0.0052868471815389,0.000893048510395085,0.0302743445023934,0.000232192612702722,0.000464385225405444,0.000625133957276559,0.00805529756376366,0.0021611773951561,3.57219404158034e-05,0.00301850396513539,0.00200042866328499,0.00250053582910624,1.78609702079017e-05
"LOS3-late pre-onset",0,1.78609702079017e-05,0.00132171179538473,0,0,1.78609702079017e-05,0,0.00385796956490677,0.00130385082517682,0.0325426877187969,1.78609702079017e-05,1.78609702079017e-05,3.57219404158034e-05,3.57219404158034e-05,0,0,7.14438808316068e-05,3.57219404158034e-05,0,0.00291133814388798,0.000178609702079017,0,0,0,0.000375080374365936,5.35829106237051e-05,0,0,0,0.00226834321640352,0,0.000285775523326427,0.00764449524898192,0.000125026791455312,7.14438808316068e-05,8.93048510395085e-05,7.14438808316068e-05,0,0,0.000714438808316068,0.00576909337715225,0,0,1.78609702079017e-05,0,0,3.57219404158034e-05,0.000178609702079017,0.0461348860470101,0,0.453882974923198,0.000160748731871115,3.57219404158034e-05,0.000160748731871115,5.35829106237051e-05,7.14438808316068e-05,1.78609702079017e-05,8.93048510395085e-05,7.14438808316068e-05,0.000875187540187183,8.93048510395085e-05,1.78609702079017e-05,0.435111095234693,1.78609702079017e-05,1.78609702079017e-05,0,0.000178609702079017,7.14438808316068e-05,0.000428663284989641,7.14438808316068e-05,5.35829106237051e-05,3.57219404158034e-05,0
"NEC1-early disease",2.38146269557762e-05,3.57219404158034e-05,0.0042390035971994,0,4.76292538758305e-05,9.5258507787383e-05,3.57219404158034e-05,0.0990569407730228,8.33511942916339e-05,0,0.000750160748731871,0,0.000392941344573837,0.000154795075123241,1.19073134600271e-05,3.57219404158034e-05,0.000119073134707437,3.57219404158034e-05,1.19073134600271e-05,0.567895501536043,0,8.33511942916339e-05,0.000130980448203186,4.76292538758305e-05,0.000964492391226691,0.000119073134707437,2.38146269557762e-05,3.57219404158034e-05,9.5258507787383e-05,7.14438808316068e-05,0,0.000821604629563478,0.000178609702079017,2.38146269557762e-05,3.57219404158034e-05,3.57219404158034e-05,0.000130980448203186,0.000154795075123241,5.95365673715796e-05,0.000440570598342502,0.000440570598342502,1.19073134600271e-05,7.14438808316068e-05,0.000190517015539044,0.000142887761663214,5.95365673715796e-05,4.76292538758305e-05,0.000357219404158034,0.0283751280024291,0.000261960896370651,0.00145269224369508,0.000130980448203186,0.00117882403372151,0,0.00010716582124741,8.33511942916339e-05,1.19073134600271e-05,0.00109547283953704,0,0.000476292538758305,0.000607272987068658,0.000130980448203186,0.280833988247482,2.38146269557762e-05,0.00010716582124741,0.000297682836786454,0.000416755971636779,0.000154795075123241,0,0.000642994927484461,0.000535829106237051,0.0002738682098664,1.19073134600271e-05
"NEC1-early post partum",0.00460813031363864,0.00296492105451168,0.292276916482103,0,0.000142887761663214,0.0062870615131814,0.00296492105451168,0.000178609702079017,0.00010716582124741,3.57219404158034e-05,0.0377580910195042,0,0.0231835393298564,0.00971636779309852,0.00371508180324355,0.0042151889690648,0.0032149746374223,3.57219404158034e-05,0.0031435307565907,0.000321497463742231,0,0.00603700793027077,0.00578695434736015,0.000500107165821247,0.0813745802672001,0.00285775523326427,0.00200042866328499,0,0.00732299778523969,0.00196470672286919,7.14438808316068e-05,0.0473672929913553,7.14438808316068e-05,0.00489390583696506,3.57219404158034e-05,0.000178609702079017,0,0.0084660998785454,0.00382224762449096,0.000285775523326427,0.000642994927484461,0.000178609702079017,0.00178609702079017,0.00996642137600915,0.00753732942773451,0.00382224762449096,0.00375080374365936,0.00021433164249482,0.000500107165821247,0.014538829749232,0.0141101664642423,0.000178609702079017,0.0661213117096521,0,0.0119311280988783,0.00246481388869043,0.00010716582124741,0.0470100735871973,0,7.14438808316068e-05,0.0356862184753876,0.0103950846609988,0.0156104879617061,0.00271486747160106,0,0.016896477816675,0.0232192612702722,0.00621561763234979,0.000357219404158034,0.0336500678716868,0.029256269200543,0.0197899549903551,0
"NEC1-early pre-onset",0,0,0.00021433164249482,0,0,0,0,0.00693005644066586,0,0,3.57219404158034e-05,0,0,0,0,0,0,0,0,0.0283274987497321,0,0,0,7.14438808316068e-05,0.00010716582124741,0,0,0,3.57219404158034e-05,0,0,3.57219404158034e-05,0.000321497463742231,0,0,0,0,0,0,0,0.00010716582124741,0,0,0,0,0,0,0,0.0796956490676574,3.57219404158034e-05,0.000142887761663214,0,7.14438808316068e-05,0,0,0,0,3.57219404158034e-05,0,0,0,0,0.882724869614917,0,0,0,3.57219404158034e-05,0,0.00010716582124741,0,3.57219404158034e-05,0,3.57219404158034e-05
"NEC1-late pre-onset",0,0,3.57219404158034e-05,0,0,0,0,0.00264342359076945,0.000857326569979281,0,0,0,0,0,0,0,0,0,0,0.0335071801100236,0,0,0,0,0,0,0,3.57219404158034e-05,0,0,0,0,0.000357219404158034,0,0,0,0,0,0,0,3.57219404158034e-05,0,0,0,0,0,0,0,0.0907337286561406,0,3.57219404158034e-05,0,0,0,0,0,0,0,0,0,0,0,0.870043580767307,0,0,0,0,0,0,0,0,0,0
"NEC2-early disease",7.14438808316068e-05,0,0.0031435307565907,3.57219404158034e-05,0.000142887761663214,7.14438808316068e-05,3.57219404158034e-05,0.973672929913553,7.14438808316068e-05,0,0.000250053582910624,0,0.000357219404158034,3.57219404158034e-05,0,7.14438808316068e-05,0.000321497463742231,7.14438808316068e-05,7.14438808316068e-05,0,0,7.14438808316068e-05,3.57219404158034e-05,0,0.000571551046652854,0,0,0,3.57219404158034e-05,7.14438808316068e-05,3.57219404158034e-05,0.000857326569979281,3.57219404158034e-05,0,0.000178609702079017,0.000392941344573837,0.000285775523326427,0,0,0.00285775523326427,0,0,7.14438808316068e-05,3.57219404158034e-05,0,0,3.57219404158034e-05,0.000535829106237051,3.57219404158034e-05,0.00010716582124741,3.57219404158034e-05,0.000535829106237051,0.000321497463742231,0,0.000250053582910624,7.14438808316068e-05,0,0.000535829106237051,0,0.00232192612702722,0.000321497463742231,0,0.00010716582124741,0,0.00021433164249482,0.00010716582124741,0.000571551046652854,0.000142887761663214,0,0.000178609702079017,0.000178609702079017,0.000178609702079017,0
"NEC2-early post partum",0.000928770450810888,0.00125026791455312,0.191541044509538,7.14438808316068e-05,0.00889476316353504,0.00439379867114382,0.0010716582124741,0.000535829106237051,0.000392941344573837,3.57219404158034e-05,0.0102521968993356,7.14438808316068e-05,0.00853754375937701,0.00803743659355576,0.000321497463742231,0.00132171179538473,0.0368293205686933,0.0116453525755519,0.00221476030577981,0.00778738301064514,0,0.00196470672286919,0.000714438808316068,0.000321497463742231,0.0390440808744731,0.000893048510395085,0.00228620418661142,0,0.00125026791455312,0.00614417375151818,0.000642994927484461,0.0586197042223334,3.57219404158034e-05,0.0010359362720583,0.00707294420232907,0.0107523040651568,0.00835893405729799,0.000392941344573837,0.000142887761663214,0.109702079016932,0.000357219404158034,0.000357219404158034,0.00196470672286919,0.00285775523326427,0.000321497463742231,0.00135743373580053,0.000642994927484461,0.0314710295063228,0.00989497749517754,0.0020718725441166,0.000178609702079017,0.0289347717368007,0.016539258412517,0.00010716582124741,0.00807315853397157,0.0132528398942631,0,0.0107880260055726,0.00482246195613346,0.114024433807244,0.012895620490105,0.00139315567621633,0.115631921125956,0.000750160748731871,0.00257197970993784,0.00200042866328499,0.0230049296277774,0.00564406658569694,7.14438808316068e-05,0.00864470958062442,0.00439379867114382,0.00510823747945988,0.000893048510395085
"NEC2-early pre-onset",0.00115500940665857,0.00114310209330571,0.248315115131814,7.14438808316068e-05,0.00848991450668,0.00639422733442881,0.00171465313995856,0.00010716582124741,0.000928770450810888,1.19073134600271e-05,0.0147055321390298,0.00172656045331142,0.0133480984032293,0.00860898764020862,0.000833511942916339,0.00332214045866971,0.036031530577981,0.0095258507787383,0.00275058941201686,0.000869233883332143,1.19073134600271e-05,0.00315543806994356,0.000869233883332143,0.00010716582124741,0.0619180300421519,0.00216713105201115,0.00155985806494249,5.95365673715796e-05,0.00180991164785311,0.00685861255983425,0.00209568717117954,0.0607630206472816,0.00052392179288419,0.00135743373580053,0.00604891524255198,0.00893048510395085,0.00858517301207402,0.000440570598342502,0.000797790002500536,0.0898406801457455,0.00136934104915339,0.000250053582910624,0.00178609702079017,0.00408420851968279,0.000702531494963206,0.00130980448203186,0.00126217522790598,0.0190517015539044,0.000452477912052583,0.00351265747410159,0.000928770450810888,0.0233621490319354,0.021254554547403,8.33511942916339e-05,0.0110380795884832,0.0149317710938058,0,0.01489604915339,0.000357219404158034,0.0934247814888905,0.0186111309566336,0.00302445762199043,0.00416755971636779,0.00100021433164249,0.0106927674966064,0.0027744040390798,0.0273153771058084,0.00853754375937701,0.00016670238861899,0.0113952989926413,0.00725155390440809,0.00762068062084732,7.14438808316068e-05
"NEC2-late pre-onset",0.000928770450810888,0.000464385225405444,0.0889476316353504,1.78609702079017e-05,0.00657283703650782,0.00233978709723512,0.000267914553118525,0.486443523612203,0.000678716867900264,3.57219404158034e-05,0.00467957419447024,0.00010716582124741,0.00662641994713153,0.00491176680717297,0.000142887761663214,0.000517968136029149,0.0151639637065085,0.00757305136815032,0.00112524112309781,0.000857326569979281,5.35829106237051e-05,0.000660855897692363,0.000714438808316068,0.000232192612702722,0.0225048224619561,0.0010537972422662,0.000517968136029149,8.93048510395085e-05,0.000875187540187183,0.00339358433950132,0.00264342359076945,0.0289704936772165,0.00128598985496892,0.000642994927484461,0.00337572336929342,0.00798385368293206,0.00893048510395085,0.000321497463742231,0.000232192612702722,0.0703722226191327,0.000196470672286919,0.000375080374365936,0.000607272987068658,0.00198256769307709,0.000250053582910624,0.000446524255197542,0.000660855897692363,0.011984711009502,0.00244695291848253,0.000553690076444952,0.000928770450810888,0.0166821461741802,0.0084660998785454,1.78609702079017e-05,0.00505465456883618,0.00551903979424162,0.00010716582124741,0.00546545688361792,0.00021433164249482,0.0708366078445381,0.00644781024505251,0.0010359362720583,0.0207901693219976,0.000446524255197542,0.0031613917267986,0.000535829106237051,0.0122526255626206,0.00389369150532257,0,0.00469743516467815,0.00389369150532257,0.00403657926698578,0
"NEC3-early disease",1.78609702079017e-05,0,0.000464385225405444,1.78609702079017e-05,7.14438808316068e-05,1.78609702079017e-05,0,0.0202543402157605,0.458598271058084,0.0482067585911267,0,0,0,0,0,0,0,1.78609702079017e-05,0,1.78609702079017e-05,0.00139315567621633,0,0,0,7.14438808316068e-05,0,0,0.0160570122169036,0,5.35829106237051e-05,1.78609702079017e-05,0.00010716582124741,0.0129492034007287,1.78609702079017e-05,1.78609702079017e-05,1.78609702079017e-05,3.57219404158034e-05,0,1.78609702079017e-05,0.000285775523326427,1.78609702079017e-05,1.78609702079017e-05,0,1.78609702079017e-05,0,0,0,0.000142887761663214,0.0268986211330999,0,0.137958133885833,7.14438808316068e-05,3.57219404158034e-05,1.78609702079017e-05,0,1.78609702079017e-05,0,1.78609702079017e-05,0,0.000464385225405444,1.78609702079017e-05,0,0.271772522683432,0,5.35829106237051e-05,0,8.93048510395085e-05,0,0.000178609702079017,0,1.78609702079017e-05,0,1.78609702079017e-05
"NEC3-early post partum",0.000571551046652854,0.00139315567621633,0.172144030863757,0.000142887761663214,0.00882331928270344,0.00485818389654926,0.000785882689147674,0.00414374508823319,0.000928770450810888,0.000142887761663214,0.0112881331713939,0,0.00993069943559334,0.00689433450025005,0.000285775523326427,0.00132171179538473,0.0354718868328928,0.0135386154175895,0.00235764806744302,0.00928770450810888,0,0.0010716582124741,0.000714438808316068,0,0.0448667571622491,0.00164320925912696,0.00132171179538473,7.14438808316068e-05,0.00142887761663214,0.00668000285775523,0.0021433164249482,0.0551189540615846,0.000321497463742231,0.000857326569979281,0.00703722226191327,0.0132885618346789,0.0108237479459884,0.000535829106237051,0.00021433164249482,0.113059941416018,0.000285775523326427,0.000642994927484461,0.00167893119954276,0.00307208687575909,0.000821604629563478,0.000821604629563478,0.000678716867900264,0.0234693148531828,0.0118954061584625,0.00200042866328499,0.000714438808316068,0.0318996927913124,0.0138243909409159,3.57219404158034e-05,0.0084660998785454,0.0129670643709366,0,0.00943059226977209,0.000500107165821247,0.115667643066371,0.0168250339358434,0.00203615060370079,0.118239622776309,0.000821604629563478,0.00350075016074873,0.00135743373580053,0.0206830035007502,0.00600128598985497,0.00010716582124741,0.0105022504822462,0.00482246195613346,0.00571551046652854,0.000893048510395085
"NEC3-early pre-onset",0.000535829106237051,0.000500107165821247,0.0999142673430021,7.14438808316068e-05,0.0074301636064871,0.00337572336929342,0.000375080374365936,0.00010716582124741,0.39563835107523,0,0.00762663427877402,0,0.00716224905336858,0.00467957419447024,0.000160748731871115,0.000678716867900264,0.00980567264413803,0.00726941487461599,0.000964492391226691,0.000464385225405444,0,0.000928770450810888,0.000517968136029149,1.78609702079017e-05,0.0220225762663428,0.000982353361434593,0.000750160748731871,0.076302064728156,0.000910909480602986,0.00307208687575909,0.00151818246767164,0.0320247195827677,0.000160748731871115,0.000482246195613346,0.00373294277345145,0.00701936129170537,0.00791240980210045,0.000125026791455312,0.00010716582124741,0.0744802457669501,0.000303636493534329,0.000125026791455312,0.00094663142101879,0.00223262127598771,0.000410802314781739,0.000446524255197542,0.000642994927484461,0.0138243909409159,0.00182181896120597,0.000517968136029149,0.00778738301064514,0.0178252482674859,0.0100735871972566,0,0.00601914696006287,0.00403657926698578,3.57219404158034e-05,0.00748374651711081,0.000250053582910624,0.0690683717939558,0.00910909480602986,0.00133957276559263,0.0156104879617061,0.000768021718939773,0.00153604343787955,0.000982353361434593,0.0126812888476102,0.00382224762449096,0,0.0063227834535972,0.00300064299492748,0.00325069657783811,1.78609702079017e-05
"NEC3-late pre-onset",1.19073134600271e-05,2.38146269557762e-05,0.00609654449882118,1.19073134600271e-05,0.000500107165821247,7.14438808316068e-05,2.38146269557762e-05,0.000714438808316068,0.521147388726156,0.0321378390619418,0.000261960896370651,0,0.000250053582910624,0.000190517015539044,3.57219404158034e-05,5.95365673715796e-05,0.000809697316210617,0.000619180300421519,4.76292538758305e-05,0,3.57219404158034e-05,8.33511942916339e-05,2.38146269557762e-05,0,0.00148841418411088,3.57219404158034e-05,3.57219404158034e-05,0.106177514217332,2.38146269557762e-05,0.000142887761663214,0.000130980448203186,0.0020718725441166,0.00868043152104022,5.95365673715796e-05,0.000190517015539044,0.000535829106237051,0.000428663284989641,0,0,0.00495344240551547,0.000261960896370651,2.38146269557762e-05,2.38146269557762e-05,0.00010716582124741,1.19073134600271e-05,2.38146269557762e-05,7.14438808316068e-05,0.000976399704579553,0.0179443214010145,0.000130980448203186,0.0919959038722583,0.000988307018289634,0.000369126717510895,0,0.000202424329034793,0.000392941344573837,0,0.000392941344573837,0,0.00364363792241195,0.000464385225405444,2.38146269557762e-05,0.181288847610202,7.14438808316068e-05,0,7.14438808316068e-05,0.000881141197042223,0.000226238955954847,0.000119073134707437,0.000285775523326427,0.000202424329034793,0.000226238955954847,1.19073134600271e-05
"NEC4-early disease",0,0,3.57219404158034e-05,0.000500107165821247,0,0,0,0.000178609702079017,0.000357219404158034,0.0184325212545545,0,0,0,0,0,0,0,3.57219404158034e-05,0,0.00860898764020862,0.000142887761663214,0,0,0.0122169036222048,0,0,0,0,0,0,0,0,0.00621561763234979,0,0,0,0,0,0,3.57219404158034e-05,0.0129313424305208,0,0,0,0,0,0,0,0.0880903050653711,0,0.02579124098021,0,0,0,0,0,0,0,0,7.14438808316068e-05,0,0,0.822640565835536,0,0,0,0,0,0.000142887761663214,0,0,0,0.000893048510395085
"NEC4-early post partum",0.00246481388869043,0.0011073801528899,0.196756447810245,7.14438808316068e-05,0.0104665285418304,0.004179467028649,0.00196470672286919,7.14438808316068e-05,0.000857326569979281,0.00132171179538473,0.0112524112309781,0.00196470672286919,0.00914481674644567,0.00703722226191327,0.000357219404158034,0.00203615060370079,0.0200757305136815,0.0135386154175895,0.00160748731871115,0.00117882403372151,0.00010716582124741,0.00200042866328499,0.000785882689147674,0.00282203329284847,0.0511895406158463,0.00135743373580053,0.00160748731871115,0.000142887761663214,0.00128598985496892,0.0084660998785454,0.000535829106237051,0.0626920054297349,0.000428663284989641,0.00114310209330571,0.00732299778523969,0.0143244981067372,0.0112524112309781,0.000142887761663214,0.000250053582910624,0.132242623419304,0.000607272987068658,7.14438808316068e-05,0.00221476030577981,0.00400085732656998,0.00117882403372151,0.000750160748731871,0.000571551046652854,0.0268628991926841,0.00160748731871115,0.00225048224619561,0.0410087875973423,0.0286489962134743,0.0196827891691077,3.57219404158034e-05,0.00996642137600915,0.00714438808316068,0.000357219404158034,0.0120740158605415,0.00414374508823319,0.127705936986497,0.0160391512466957,0.00239337000785883,0.0133600057155105,0.00100021433164249,0.00242909194827463,0.00232192612702722,0.0238622561977567,0.00467957419447024,0.00010716582124741,0.0109309137672358,0.00414374508823319,0.0063227834535972,0.000178609702079017
"NEC4-early pre-onset",0,0,0.00114310209330571,0,1.78609702079017e-05,3.57219404158034e-05,0,0,1.78609702079017e-05,0.0199685646924341,3.57219404158034e-05,1.78609702079017e-05,3.57219404158034e-05,3.57219404158034e-05,0,0,0.000160748731871115,0,1.78609702079017e-05,0.000142887761663214,0,0,0,0.145066800028578,0.000410802314781739,3.57219404158034e-05,0,0,1.78609702079017e-05,7.14438808316068e-05,1.78609702079017e-05,0.000267914553118525,0.00446524255197542,1.78609702079017e-05,0,0,0,0,0,5.35829106237051e-05,5.35829106237051e-05,0,0,0,1.78609702079017e-05,0,0,1.78609702079017e-05,0.0492784168036008,1.78609702079017e-05,0.277380867328713,3.57219404158034e-05,0.000160748731871115,0,1.78609702079017e-05,7.14438808316068e-05,0,8.93048510395085e-05,0,7.14438808316068e-05,0.000142887761663214,0,0.490765878402515,1.78609702079017e-05,0,0,0.00021433164249482,1.78609702079017e-05,0.00010716582124741,0.000142887761663214,3.57219404158034e-05,1.78609702079017e-05,0
"NEC4-late pre-onset",0,0,0.000750160748731871,0.000250053582910624,0,3.57219404158034e-05,0,0.00460813031363864,0.000321497463742231,0.0922697720940202,0.00010716582124741,3.57219404158034e-05,7.14438808316068e-05,0.00010716582124741,0,0,7.14438808316068e-05,0,0,0.0226477102236193,0.00010716582124741,3.57219404158034e-05,0,0.00185754090162178,0.000178609702079017,0,0,0,0,0.00010716582124741,0,0.000178609702079017,0.0181824676716439,0,0,0,0,0,0,7.14438808316068e-05,7.14438808316068e-05,0,0,0,0,0,3.57219404158034e-05,0,0.0157533757233693,3.57219404158034e-05,0.659534185896978,0,3.57219404158034e-05,3.57219404158034e-05,3.57219404158034e-05,0,0,0.00010716582124741,7.14438808316068e-05,0,3.57219404158034e-05,0,0.178431092376938,0,0,0,0.000178609702079017,3.57219404158034e-05,0.000285775523326427,0,0,3.57219404158034e-05,0
